QuestionText,CognitiveLevel,Category,Intent
رتب الكائنات في النظام البيئي حسب موقعها في السلسلة الغذائية.,تحليل,التعليم,معلوماتي
عدِّدْ أنواعَ الرياضة.,معرفة,الرياضة,معلوماتي
عدِّدْ أشهرَ الروايات.,معرفة,الثقافة,معلوماتي
عدِّدْ أدواتَ الكتابة.,معرفة,الثقافة,معلوماتي
عدِّدْ مجالاتَ العمل.,معرفة,الاقتصاد والعمل,معلوماتي
عدِّدْ عناصرَ البيئة.,معرفة,الثقافة,معلوماتي
عدِّدْ أنواعَ الفنون.,معرفة,الثقافة,معلوماتي
عدِّدْ لغاتِ العالم.,معرفة,الثقافة,معلوماتي
عدِّدْ أنواعَ الموسيقى.,معرفة,الثقافة,معلوماتي
عدِّدْ أشهرَ الكتب.,معرفة,الثقافة,معلوماتي
عدِّدْ عناصرَ النجاح.,معرفة,الثقافة,معلوماتي
عدِّدْ مجالاتَ العلم.,معرفة,التعليم,معلوماتي
عدِّدْ أنواعَ الأدب.,معرفة,الثقافة,معلوماتي
عدِّدْ أنواعَ الفنونِ الجميلة.,معرفة,الثقافة,معلوماتي
عدِّدْ أدواتَ الرسم.,معرفة,الثقافة,معلوماتي
عدِّدْ أنواعَ الأكلِ الصحي.,معرفة,الصحة,معلوماتي
عدِّدْ أشهرَ الأماكنِ السياحية.,معرفة,السفر والسياحة,معلوماتي
عدِّدْ عناصرَ البيئةِ الصحية.,معرفة,الصحة,معلوماتي
عدِّدْ مجالاتَ التعليم.,معرفة,التعليم,معلوماتي
عدِّدْ أنواعَ الأدبِ العربي.,معرفة,الثقافة,معلوماتي
عدِّدْ أشهرَ الرواياتِ العالمية.,معرفة,الثقافة,معلوماتي
عدِّدْ أدواتَ الكتابةِ الإبداعية.,معرفة,الثقافة,معلوماتي
عدِّدْ أنواعَ الفنونِ التقليدية.,معرفة,الثقافة,معلوماتي
عدِّدْ لغاتِ البرمجة.,معرفة,التكنولوجيا,معلوماتي
عدِّدْ أنواعَ الموسيقىِ الكلاسيكية.,معرفة,الثقافة,معلوماتي
عدِّدْ أشهرَ الكتبِ التاريخية.,معرفة,الثقافة,معلوماتي
عدِّدْ عناصرَ النجاحِ المهني.,معرفة,الاقتصاد والعمل,معلوماتي
عدِّدْ مجالاتَ العلمِ الحديث.,معرفة,التعليم,معلوماتي
عدِّدْ أنواعَ الأدبِ العالمي.,معرفة,الثقافة,معلوماتي
عدِّدْ أنواع الأزهار المختلفة.,معرفة,العلوم,معلوماتي
عدِّدْ الفصول الأربعة.,معرفة,العلوم,معلوماتي
عدِّدْ مكونات الذرة.,معرفة,العلوم,معلوماتي
عدِّدْ الكواكب في المجموعة الشمسية.,معرفة,العلوم,معلوماتي
عدِّدْ مصادر الطاقة المتجددة.,معرفة,العلوم,معلوماتي
عدد بعضًا من شركات إدارة الصيدليات الكبيرة.,معرفة,الصحة,معلوماتي
عدِّدْ الفصول الأربعة.,معرفة,العلوم,معلوماتي
عدِّدْ أنواع النباتات.,معرفة,العلوم,معلوماتي
عدِّدْ كواكب المجموعة الشمسية.,معرفة,العلوم,معلوماتي
عدِّدْ أنواع الطاقة المتجددة.,معرفة,العلوم,معلوماتي
عدِّدْ قارات العالم.,معرفة,العلوم,معلوماتي
عدِّدْ أنواع الحيوانات.,معرفة,العلوم,معلوماتي
عدِّدْ لغات البرمجة.,معرفة,التكنولوجيا,معلوماتي
عدِّدْ أنواع الفنون التشكيلية.,معرفة,الثقافة,معلوماتي
عدِّدْ دول الاتحاد الأوروبي.,معرفة,السياسة والقانون,معلوماتي
عدِّدْ دول الشرق الأوسط.,معرفة,السياسة والقانون,معلوماتي
عدِّدْ أنواع الطيور.,معرفة,العلوم,معلوماتي
عدِّدْ دول أفريقيا.,معرفة,السياسة والقانون,معلوماتي
ما هي الدول الإسلامية التي حكمت بلاد الشام؟,معرفة,التاريخ,معلوماتي
ما هي المجموعات الثلاث التي يعتمد عليها عابد الجابري في تصنيفه للتاريخ الإسلامي؟,معرفة,التاريخ,معلوماتي
ما هي الأراضي التي فتحت في عهد عمر بن الخطاب؟,معرفة,التاريخ,معلوماتي
ما هي الأراضي التي فتحت في عهد عمر بن الخطاب؟,معرفة,التاريخ,معلوماتي
ما هي المناطق التي فتحت في عهد عمر بن الخطاب؟,معرفة,التاريخ,معلوماتي
ما هي الأراضي التي فتحت في عهد عمر بن الخطاب؟,معرفة,التاريخ,معلوماتي
ما هي الدول الإسلامية التي ليست عضوا في منظمة المؤتمر الإسلامي؟,معرفة,السياسة والقانون,معلوماتي
ما هي أكبر التجمعات الإسلامية في العالم خارج الدول الأعضاء في منظمة المؤتمر الإسلامي؟,معرفة,الجغرافيا,معلوماتي
ما هي الأقسام الرئيسية لمناسك الحج؟,فهم,الدين,معلوماتي
ما هي أركان الحج؟,معرفة,الدين,معلوماتي
ما هي واجبات الحج؟,معرفة,الدين,معلوماتي
ما هي سُنن الحج؟,معرفة,الدين,معلوماتي
ما هو الترتيب الصحيح لمناسك الحج؟,معرفة,الدين,معلوماتي
ما هي المواد المسرطنة الموجودة في دخان التبغ؟,معرفة,الصحة,معلوماتي
ما هي الأطعمة التي تتولد فيها مادة الأكريلاميد؟,معرفة,الصحة,معلوماتي
ما هي المواد المسرطنة التي تنتج عن الانحلال الحراري للتبغ؟,فهم,الصحة,معلوماتي
ما هي المواد المسرطنة المحتملة الناتجة عن شوي اللحوم؟,فهم,الصحة,معلوماتي
ما هي بعض العوامل الكيميائية المسببة للسرطان؟,فهم,الصحة,معلوماتي
ما هي العوامل غير الكيميائية التي قد تسبب أضرارًا جينية؟,فهم,الصحة,معلوماتي
ما هي أنهار العالم العربي والإسلامي؟,معرفة,الجغرافيا,معلوماتي
ما هي العناصر الثلاثة اللازمة لعملية البناء؟,معرفة,العلوم,معلوماتي
ما هي البلدان تحت دين البوذية؟,معرفة,الدين,معلوماتي
ما هي المدن في جزر البهاما؟,معرفة,الجغرافيا,معلوماتي
ما الذي يمكن تشغيله بالرياح؟,فهم,التكنولوجيا,معلوماتي
ما هي الدول التي تقوم بتشريع الماريجوانا؟,معرفة,السياسة والقانون,معلوماتي
ما هي بيوت هوجورتس؟,معرفة,الثقافة,معلوماتي
ما هي الألوان الأساسية الثلاثة في نموذج الألوان المطروح؟,معرفة,الثقافة,معلوماتي
ما هي طبقات الغلاف الجوي؟,معرفة,العلوم,معلوماتي
ما هي أجزاء جذوع النبات؟,معرفة,العلوم,معلوماتي
ما هي الامبراطوريتان اللتان قاتلا للسيطرة على أفغانستان؟,معرفة,التاريخ,معلوماتي
ما هي المصادر الطبيعية لليود؟,معرفة,العلوم,معلوماتي
ما هي الدول التي تنفذ عقوبة الكرسي الكهربائي؟,معرفة,السياسة والقانون,معلوماتي
ما هي القارات السبعة؟,معرفة,الجغرافيا,معلوماتي
ما هي البلاد التي تتحدث اللغة الألمانية؟,معرفة,الثقافة,معلوماتي
ما هي المواد الغذائية التي يتغذى عليها الدجاج؟,معرفة,الصحة,معلوماتي
ما هي الالوان في قوس قزح؟,معرفة,العلوم,معلوماتي
ما هي مصارف الزكاة؟,فهم,الدين,معلوماتي
ما المعاهدتين التين ساهمتا في إحداث المؤسسات الرسمية للاتحاد الأوروبي؟,معرفة,السياسة والقانون,معلوماتي
ما هو الكتاب الذي ألفه القاضي عبد الجبار؟,معرفة,الدين,معلوماتي
ما هو الكتاب الذي ألفه أبو سليمان الخطابي عن إعجاز القرآن؟,معرفة,الدين,معلوماتي
